Target;Source
 00015; Fenyő Miksa
 00015; Fenyő Miksa
 00015; Fenyő Miksa
 00015; Bodor Aladár
 00015; Oláh Gábor
 00015; Juhász Gyula
 00015; Juhász Gyula
 00015; Mohácsi Jenő
 00015; Biró Lajos
 00015; Biró Lajos
 00015; Biró Lajos
 00015; Biró Lajos
 00015; Biró Lajos
 00015; Biró Lajos
 00015; Biró Lajos
 00015; Biró Lajos
 00015; Biró Lajos
 00015; Elek Artúr
 00015; Lengyel Menyhért
 00015; Bíró Lajos
 00015; Lengyel Géza
 00015; Bresztovszky Ernő
 00016; Ignotus
 00016; Lengyel Géza
 00016; Csáth Géza
 00016; Schöpflin Aladár
 00016; Hatvany Lajos
 00016; Ady Endre
 00016; Ady Endre
 00016; Biró Lajos
 00016; Bíró Lajos
 00016; Bíró Lajos
 00016; Bíró Lajos
 00016; Bíró Lajos
 00016; Bíró Lajos
 00016; Bíró Lajos
 00016; Lengyel Menyhért
 00016; Ignotus
 00016; Lengyel Géza
 00016; Tátray Lajos
 00017; Ignotus
 00017; Balázs Béla
 00017; Kemény Simon
 00017; Rónai Mihály
 00017; Szilasi Vilmos
 00017; Lesznai Anna
 00017; Lesznai Anna
 00017; Lesznai Anna
 00017; Lesznai Anna
 00017; Bresztovszky Ernő
 00017; Gellért Oszkár
 00017; Nagy Lajos
 00017; Ady Endre
 00017; Ady Endre
 00017; Kéri Pál
 00017; Hatvany Lajos
 00017; Gellért Oszkár
 00017; Kéri Pál
 00017; Schöpflin Aladár
 00017; Lengyel Géza
 00018; Révész Béla
 00018; Ady Endre
 00018; Ady Endre
 00018; Ady Endre
 00018; Antal Sándor
 00018; Oláh Gábor
 00018; Oláh Gábor
 00018; Kéri Pál
 00018; Telekes Béla
 00018; Gellért Oszkár
 00018; Pásztor Árpád
 00018; Kabos Ede
 00018; Kabos Ede
 00018; Kabos Ede
 00018; Kabos Ede
 00018; Kabos Ede
 00018; Kabos Ede
 00018; Kemény Simon
 00018; Lukács György
 00018; Lukács György
 00018; Lukács György
 00018; Peterdi István
 00018; Lengyel Menyhért
 00018; Kemény Simon
 00018; Pók Ödön
 00018; Laczkó Géza
 00018; Lengyel Géza
 00018; Laczkó Géza
 00018; Gellért Oszkár
 00018; Lukács György
 00019; Lackó Géza
 00019; Bodor Aladár
 00019; Lengyel Géza
 00019; Lengyel Géza
 00019; Lengyel Géza
 00019; Lengyel Géza
 00019; Lengyel Géza
 00019; Lengyel Géza
 00019; Lengyel Géza
 00019; Lengyel Géza
 00019; Lengyel Géza
 00019; Hatvany Lajos
 00019; Ignotus
 00019; Ignotus
 00019; Ignotus
 00019; Ignotus
 00019; Móricz Zsigmond
 00019; Moličre
 00019; Kéri Pál
 00019; Lengyel Géza
 00019; Kéri Pál
 00019; Laczkó Géza
 00019; Lengyel Menyhért
 00020; Ambrus Zoltán
 00020; Bálint Aladár
 00020; Hegedűs Gyula
 00020; Hegedűs Gyula
 00020; Hegedűs Gyula
 00020; Hegedűs Gyula
 00020; Kemény Simon
 00020; Schöpflin Aladár
 00020; Ady Endre
 00020; Ady Endre
 00020; Ady Endre
 00020; Moličre
 00020; Csáth Géza
 00020; Laczkó Géza
 00020; Ignotus
 00020; Szász Zoltán
 00020; Hatvany Lajos
 00021; Lengyel Géza
 00021; Ady Endre
 00021; Ady Endre
 00021; Ady Endre
 00021; Csáth Géza
 00021; Babits Mihály
 00021; Babits Mihály
 00021; Babits Mihály
 00021; Babits Mihály
 00021; Cholnoky László
 00021; Lesznai Anna
 00021; Moličre
 00021; Moličre
 00021; Laczkó Géza
 00021; Ignotus
 00021; Laczkó Géza
 00021; Lukács György
 00022; Babits Mihály
 00022; Babits Mihály
 00022; Babits Mihály
 00022; Babits Mihály
 00022; Móricz Zsigmond
 00022; Laczkó Géza
 00022; Fenyő Miksa
 00022; Fenyő Miksa
 00022; Fenyő Miksa
 00022; Fenyő Miksa
 00022; Ady Endre
 00022; Ady Endre
 00022; Ady Endre
 00022; Ady Endre
 00022; Szász Zoltán
 00022; Fröhlichné Kaffka Margit
 00022; Baumgarten Ferenc
 00022; Füst Milán
 00022; Kemény Simon
 00022; Ady Endre
 00022; Moličre
 00022; Hegedűs Gyula
 00022; Babits Mihály
 00022; Kosztolányi Dezső
 00022; Csáth Géza
 00023; Ignotus
 00023; Juhász Gyula
 00023; Juhász Gyula
 00023; Szini Gyula
 00023; Aristophanes
 00023; Bresztovszky Ernő
 00023; Tóth Árpád
 00023; Tóth Árpád
 00023; Tóth Árpád
 00023; Csáth Géza
 00023; Schöpflin Aladár
 00023; Ady Endre
 00023; Szép Ernő
 00023; Gellért Oszkár
 00023; Peterdi István
 00023; Csáth Géza
 00023; Ignotus
 00023; Balázs Béla
 00023; Ady Endre
 00023; Szász Zoltán
 00023; Fémes Beck Vilmos
 00024; Babits Mihály
 00024; Babits Mihály
 00024; Babits Mihály
 00024; Babits Mihály
 00024; Babits Mihály
 00024; Babits Mihály
 00024; Babits Mihály
 00024; Ignotus
 00024; Ambrus Zoltán
 00024; Ambrus Zoltán
 00024; Ambrus Zoltán
 00024; Ambrus Zoltán
 00024; Ambrus Zoltán
 00024; Ady Endre
 00024; Ady Endre
 00024; Ady Endre
 00024; Ady Endre
 00024; Ady Endre
 00024; Lánczi Jenő
 00024; Lesznai Anna
 00024; Lesznai Anna
 00024; Elek Artúr
 00024; Kemény Simon
 00024; Pásztor Árpád
 00024; Gellért Oszkár
 00024; Ady Endre
 00024; Babits Mihály
 00024; Babits Mihály
 00024; Babits Mihály
 00024; Babits Mihály
 00024; Fenyő Miksa
 00024; Ignotus
 00024; Tóth Árpád
 00024; Lengyel Menyhért
 00024; Hegedűs Gyula
 00025; Schöpflin Aladár
 00025; Ady Endre
 00025; Ady Endre
 00025; Ady Endre
 00025; Fröhlichné Kaffka Margit
 00025; Füst Milán
 00025; Laczkó Géza
 00025; Hatvany Lajos
 00025; Kosztolányi Dezső
 00025; Kosztolányi Dezső
 00025; Kéri Pál
 00025; Balázs Béla
 00025; Balázs Béla
 00025; Balázs Béla
 00025; Balázs Béla
 00025; Gyulai Pál
 00025; Elek Artúr
 00025; Ady Endre
 00025; Hegedűs Gyula
 00025; Füst Milán
 00025; Tóth Árpád
 00025; Csáth Géza
 00025; Lengyel Menyhért
 00025; Balázs Béla
 00026; Babits Mihály
 00026; Babits Mihály
 00026; Babits Mihály
 00026; Babits Mihály
 00026; Babits Mihály
 00026; Babits Mihály
 00026; Babits Mihály
 00026; Babits Mihály
 00026; Babits Mihály
 00026; Babits Mihály
 00026; Babits Mihály
 00026; Babits Mihály
 00026; Szép Ernő
 00026; Lengyel Géza
 00026; Balázs Béla
 00026; Kemény Simon
 00026; Kemény Simon
 00026; Kemény Simon
 00026; Kemény Simon
 00026; Móricz Zsigmond
 00026; Tóth Árpád
 00026; Tóth Árpád
 00026; Lukács György
 00026; Lukács György
 00026; Lukács György
 00026; Salgó Ernő
 00026; Lengyel Géza
 00026; Laczkó Géza
 00026; Csáth Géza
 00026; Lengyel Géza
 00027; Ignotus
 00027; Lengyel Géza
 00027; Ady Endre
 00027; Ady Endre
 00027; Ady Endre
 00027; Ady Endre
 00027; Ady Endre
 00027; Ady Endre
 00027; Ady Endre
 00027; Balázs Béla
 00027; Peterdi István
 00027; Peterdi István
 00027; Peterdi István
 00027; Laczkó Géza
 00027; Móricz Zsigmond
 00027; Móricz Zsigmond
 00027; Móricz Zsigmond
 00027; Móricz Zsigmond
 00027; Móricz Zsigmond
 00027; Móricz Zsigmond
 00027; Csáth Géza
 00027; Hegedüs Gyula
 00027; Bródy Miksa
 00027; Hegedűs Gyula
 00027; Babits Mihály
 00027; Lengyel Menyhért
 00027; Csáth Géza
 00028; Laczkó Géza
 00028; Laczkó Géza
 00028; Laczkó Géza
 00028; Karinthy Frigyes
 00028; Babits Mihály
 00028; Babits Mihály
 00028; Babits Mihály
 00028; Babits Mihály
 00028; Babits Mihály
 00028; Babits Mihály
 00028; Babits Mihály
 00028; Babits Mihály
 00028; Ady Endre
 00028; Ady Endre
 00028; Tóth Wanda
 00028; Nagy Zoltán
 00028; Nagy Zoltán
 00028; Bresztovszky Ernő
 00028; Kádár Endre
 00028; Kádár Endre
 00028; Kádár Endre
 00028; Kádár Endre
 00028; Babits Mihály
 00028; Babits Mihály
 00028; Babits Mihály
 00028; Babits Mihály
 00028; Babits Mihály
 00028; Lengyel Géza
 00028; Tóth Árpád
 00028; Fenyő Miksa
 00028; Ignotus
 00029; Schöpflin Aladár
 00029; Laczkó Géza
 00029; Laczkó Géza
 00029; Tóth Wanda
 00029; Tóth Wanda
 00029; Ady Endre
 00029; Kuncz Aladár
 00029; Karinthy Frigyes
 00029; Schiller Ottó
 00029; Pásztor Árpád
 00029; Móricz Zsigmond
 00029; Peterdi István
 00029; Peterdi István
 00029; Peterdi István
 00029; Peterdi István
 00029; Peterdi István
 00029; Lengyel Géza
 00029; Lengyel Menyhért
 00029; Csáth Géza
 00029; Balázs Béla
 00029; Lengyel Géza
 00029; Fenyő Miksa
 00030; Ignotus
 00030; Ignotus
 00030; Ignotus
 00030; Ignotus
 00030; Ignotus
 00030; Ignotus
 00030; Lengyel Géza
 00030; Ady Endre
 00030; Ady Endre
 00030; Ady Endre
 00030; Tóth Wanda
 00030; Tóth Wanda
 00030; Lesznai Anna
 00030; Lesznai Anna
 00030; Kuncz Aladár
 00030; Ady Endre
 00030; Kemény Simon
 00030; Szilasi Vilmos
 00030; Szilasi Vilmos
 00030; Tóth Árpád
 00030; Tóth Árpád
 00030; Tóth Árpád
 00030; Tóth Árpád
 00030; Tóth Árpád
 00030; Turcsányi Elek
 00030; Csáth Géza
 00030; Karinthy Frigyes
 00030; Téglás Béla
 00030; Fenyő Miksa
 00030; Jász Dezső
 00030; Tóth Árpád
 00031; Peterdi István
 00031; Peterdi István
 00031; Lengyel Géza
 00031; Lengyel Géza
 00031; Lengyel Géza
 00031; Lengyel Géza
 00031; Lengyel Géza
 00031; Lengyel Géza
 00031; Lengyel Géza
 00031; Lengyel Géza
 00031; Juhász Gyula
 00031; Juhász Gyula
 00031; Juhász Gyula
 00031; Ignotus
 00031; Füst Milán
 00031; Füst Milán
 00031; Füst Milán
 00031; Szilasi Vilmos
 00031; Szilasi Vilmos
 00031; Ady Endre
 00031; Ady Endre
 00031; Ady Endre
 00031; Karinthy Frigyes
 00031; Reichard Piroska
 00031; Reichard Piroska
 00031; Laczkó Géza
 00031; Ignotus
 00031; Karinthy Frigyes
 00031; Babits Mihály
 00031; Nagy Zoltán
 00031; Laczkó Géza
 00031; Babits Mihály
 00031; Karinthy Frigyes
 00032; Gellért Oszkár
 00032; Móricz Zsigmond
 00032; Nagy Zoltán
 00032; Nagy Zoltán
 00032; Lengyel Géza
 00032; Laczkó Géza
 00032; Laczkó Géza
 00032; Füst Milán
 00032; Füst Milán
 00032; Füst Milán
 00032; Ujhelyi Nándor
 00032; Ujhelyi Nándor
 00032; Ujhelyi Nándor
 00032; Ujhelyi Nándor
 00032; Ujhelyi Nándor
 00032; Bresztovszky Ernő
 00032; Fröhlichné Kaffka Margit
 00032; Ady Endre
 00032; Ady Endre
 00032; Bárdos Artur
 00032; Lengyel Géza
 00032; Téglás Béla
 00032; Tóth Árpád
 00032; Fenyő Miksa
 00032; Fenyő Miksa
 00033; Fenyő Miksa
 00033; Fenyő Miksa
 00033; Fenyő Miksa
 00033; Fenyő Miksa
 00033; Fenyő Miksa
 00033; Kéri Pál
 00033; Móricz Zsigmond
 00033; Ignotus
 00033; Balázs Béla
 00033; Tóth Árpád
 00033; Lesznai Anna
 00033; Schöpflin Aladár
 00033; Lengyel Géza
 00033; Hatvany Lajos
 00033; Karinthy Frigyes
 00033; Bibó Lajos
 00033; Babits Mihály
 00033; Babits Mihály
 00033; Babits Mihály
 00033; Babits Mihály
 00033; Babits Mihály
 00033; Babits Mihály
 00033; Babits Mihály
 00033; Babits Mihály
 00033; Laczkó Géza
 00033; Laczkó Géza
 00033; Laczkó Géza
 00033; Laczkó Géza
 00033; Laczkó Géza
 00033; Laczkó Géza
 00033; Laczkó Géza
 00033; Laczkó Géza
 00033; Laczkó Géza
 00033; Lengyel Menyhért
 00033; Miklós Jenő
 00033; Gellért Oszkár
 00033; Gellért Oszkár
 00033; Gellért Oszkár
 00033; Gellért Oszkár
 00033; Gellért Oszkár
 00033; Gellért Oszkár
 00033; Gellért Oszkár
 00033; Lengyel Géza
 00033; Karinthy Frigyes
 00033; Hegedüs Gyula
 00033; Babits Mihály
 00033; Tóth Árpád
 00033; Tóth Árpád
 00033; Lukács György
 00033; Lukács György
 00033; Lukács György
 00034; Lengyel Géza
 00034; Ady Endre
 00034; Ady Endre
 00034; Ady Endre
 00034; Ady Endre
 00034; Móricz Zsigmond
 00034; Juhász Gyula
 00034; Juhász Gyula
 00034; Juhász Gyula
 00034; Karinthy Frigyes
 00034; Gellért Oszkár
 00034; Gellért Oszkár
 00034; Gellért Oszkár
 00034; Gellért Oszkár
 00034; Gellért Oszkár
 00034; Gellért Oszkár
 00034; Gellért Oszkár
 00034; Jász Dezső
 00034; Tóth Árpád
 00034; Tóth Árpád
 00034; Babits Mihály
 00034; Lengyel Géza
 00034; Lengyel Menyhért
 00034; Fenyő Miksa
 00034; Fenyő Miksa
 00034; Fenyő Miksa
 00034; Lengyel Menyhért
 00034; Karinthy Frigyes
 00034; Tóth Árpád
 00035; Elek Artúr
 00035; Elek Artúr
 00035; Elek Artúr
 00035; Poe Edgar
 00035; Biró Lajos
 00035; Biró Lajos
 00035; Biró Lajos
 00035; F. Kaffka Margit
 00035; Hatvany Lajos
 00035; Ady Endre
 00035; Ady Endre
 00035; Ady Endre
 00035; Ady Endre
 00035; Horváth Tibor
 00035; Gellért Oszkár
 00035; Gellért Oszkár
 00035; Szép Ernő
 00035; Szép Ernő
 00035; Hatvany Lajos
 00035; Gellért Oszkár
 00035; Hegedűs Gyula
 00035; Moly Tamás
 00035; Moly Tamás
 00035; Moly Tamás
 00035; Lengyel Menyhért
 00036; Lengyel Géza
 00036; Kemény Simon
 00036; Balázs Béla
 00036; Balázs Béla
 00036; Kosztolányi Dezső
 00036; Kosztolányi Dezső
 00036; Elek Artúr
 00036; Elek Artúr
 00036; Poe Edgar
 00036; Edgar Poe
 00036; Laczkó Géza
 00036; Gellért Oszkár
 00036; Gellért Oszkár
 00036; Gellért Oszkár
 00036; Gellért Oszkár
 00036; Ignotus
 00036; Ady Endre
 00036; Ady Endre
 00036; Ady Endre
 00036; Ady Endre
 00036; Ady Endre
 00036; Schöpflin Aladár
 00036; Lengyel Menyhért
 00036; Kuncz Aladár
 00036; Karinthy Frigyes
 00036; Lengyel Menyhért
 00036; Moly Tamás
 00037; Gellért Oszkár
 00037; Karinthy Frigyes
 00037; Füst Milán
 00037; Ady Endre
 00037; Ady Endre
 00037; Ady Endre
 00037; Ady Endre
 00037; Ady Endre
 00037; Kortsák Jenő
 00037; Elek Artúr
 00037; Edgar Poe
 00037; Balázs Béla
 00037; Balázs Béla
 00037; Balázs Béla
 00037; Balázs Béla
 00037; Balázs Béla
 00037; Balázs Béla
 00037; Lengyel Géza
 00037; Bárdos Artúr
 00037; Karinthy Frigyes
 00037; Juhász Gyula
 00037; Lánczi Jenő
 00038; Ady Endre
 00038; Tóth Wanda
 00038; Tóth Wanda
 00038; Tóth Wanda
 00038; Tóth Wanda
 00038; Laczkó Géza
 00038; Elek Artúr
 00038; Biró Lajos
 00038; Ignotus
 00038; Ady Endre
 00038; Ady Endre
 00038; Ady Endre
 00038; Ady Endre
 00038; Ady Endre
 00038; Balázs Béla
 00038; Juhász Gyula
 00038; Juhász Gyula
 00038; Juhász Gyula
 00038; Juhász Gyula
 00038; Juhász Gyula
 00038; Ignotus
 00038; Bresztovszky Ernő
 00038; Karinthy Frigyes
 00038; Ignotus
 00038; Bresztovszky Ernő
 00039; Ignotus
 00039; Bresztovszky Ernő
 00039; Kéri Pál
 00039; Hegedűs Gyula
 00039; Hegedűs Gyula
 00039; Hegedűs Gyula
 00039; Hegedűs Gyula
 00039; Hegedűs Gyula
 00039; Ady Endre
 00039; Ady Endre
 00039; Ady Endre
 00039; Ady Endre
 00039; Ady Endre
 00039; Elek Artúr
 00039; Elek Artúr
 00039; Elek Artúr
 00039; Edgar Poe
 00039; Edgar Poe
 00039; Szini Gyula
 00039; Kosztolányi Dezső
 00039; Kosztolányi Dezső
 00039; Kosztolányi Dezső
 00039; Kosztolányi Dezső
 00039; Laczkó Géza
 00039; Nagy Zoltán
 00039; Kosztolányi Dezső
 00039; Karinthy Frigyes
 00039; Lengyel Géza
 00039; Nagy Endre
 00040; Kéri Pál
 00040; Babits Mihály
 00040; Móricz Zsigmond
 00040; Lengyel Géza
 00040; Füst Milán
 00040; Füst Milán
 00040; Füst Milán
 00040; Füst Milán
 00040; Füst Milán
 00040; Füst Milán
 00040; Füst Milán
 00040; Füst Milán
 00040; Kosztolányi Dezső
 00040; Kosztolányi Dezső
 00040; Kosztolányi Dezső
 00040; Kosztolányi Dezső
 00040; Kosztolányi Dezső
 00040; Kosztolányi Dezső
 00040; Pásztor Árpád
 00040; Kádár Endre
 00040; Kádár Endre
 00040; Bresztovszky Ernő
 00040; Fröhlichné Kaffka Margit
 00040; Gellért Oszkár
 00040; Gellért Oszkár
 00040; Gellért Oszkár
 00040; Gellért Oszkár
 00040; Gellért Oszkár
 00040; Gellért Oszkár
 00040; Lengyel Géza
 00040; Karinthy Frigyes
 00040; Hegedüs Gyula
 00040; Babits Mihály
 00040; Bresztovszky Ernő
 00041; Móricz Zsigmond
 00041; Gellért Oszkár
 00041; Szini Gyula
 00041; Ady Endre
 00041; Ady Endre
 00041; Ady Endre
 00041; Ady Endre
 00041; Ady Endre
 00041; Ady Endre
 00041; Ady Endre
 00041; Ady Endre
 00041; Kabos Ede
 00041; Kabos Ede
 00041; Kabos Ede
 00041; Kabos Ede
 00041; Kabos Ede
 00041; Hatvany Lajos
 00041; Ady Endre
 00041; Tóth Árpád
 00041; Lengyel Menyhért
 00041; Jász Dezső
 00041; Csáth Géza
 00041; Ady Endre
 00041; Bresztovszky Ernő
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Babits Mihály
 00042; Móricz Zsigmond
 00042; Tóth Árpád
 00042; Tóth Árpád
 00042; Móricz Zsigmond
 00042; Móricz Zsigmond
 00042; Móricz Zsigmond
 00042; Móricz Zsigmond
 00042; Móricz Zsigmond
 00042; Móricz Zsigmond
 00042; Ady Endre
 00042; Ady Endre
 00042; Ady Endre
 00042; Ady Endre
 00042; Ady Endre
 00042; Fröhlichné Kaffka Margit
 00042; Alkalay Ödön
 00042; Meyer Conrad Ferdinand
 00042; Meyer Conrad Ferdinand
 00042; Bálint Aladár
 00042; Bálint Aladár
 00042; Bálint Aladár
 00042; Bálint Aladár
 00042; Bálint Aladár
 00042; Laczkó Géza
 00042; Laczkó Géza
 00042; Fenyő Miksa
 00042; Fenyő Miksa
 00042; Fenyő Miksa
 00042; Fenyő Miksa
 00042; Lengyel Géza
 00042; Lengyel Géza
 00042; Füst Milán
 00042; Fenyő Miksa
 00042; Fenyő Miksa
 00043; Szomory Dezső
 00043; Szomory Dezső
 00043; Szomory Dezső
 00043; Szomory Dezső
 00043; Ady Endre
 00043; Peterdi István
 00043; Móricz Zsigmond
 00043; Móricz Zsigmond
 00043; Móricz Zsigmond
 00043; Móricz Zsigmond
 00043; Móricz Zsigmond
 00043; Ignotus
 00043; Ignotus
 00043; Ignotus
 00043; Ignotus
 00043; Lukács György
 00043; Babits Mihály
 00043; Babits Mihály
 00043; Babits Mihály
 00043; Babits Mihály
 00043; Babits Mihály
 00043; Babits Mihály
 00043; Babits Mihály
 00043; Babits Mihály
 00043; Babits Mihály
 00043; Babits Mihály
